Query	UserId	ChatsQuantity	BotAnswer	BotHelp	Lenth
Доброе утро! Заказчику отгружен товар с НДС. Через некоторое время заказчик предьявил претензию за бракованный товар. Стороны согласились на взаимозачет суммы за товар и суммы претензии. И там и здесь есть НДС. Какие проводки в этом случае почасти НДС? Спасибо!	8054778	1	0	0	40
Здравствуйте. Юр лицо меняет режим н/обл с УСН на ОСНО. На балансе есть объекты недвижимости не введенные в эксплуатацию. Если они будут введены после перехода на ОСНО можно ли будет учесть в расходах затраты на их приобретение, в случае продажи???	9096294	1	0	0	40
Добрый день. Сотрудник переведен на дистанционку (гибридный режим), при этом част одного дня он работает удаленно (4ч), часть - в офисе (4 часа). В каком размере начислять за этот день компенсацию в размере 35 руб. (расходы на интернет и п.п.)?	16778145	1	0	0	40
Добрый день! Возник вопрос как корректно отразить проводки по корректировке налога на прибыль. Корректировка за 2022 год сдана после установленного срока, в марте 2024. Какая проводка должна быть на уменьшение текущего убытка за 2022г? Сам налог не возникает. База отрицательная	8133481	1	0	0	40
"добрый день. Наше предприятие планирует сделать внутри завода дорогу. Но не планирует ее регистрировать как недвижимость. Как лучше провести как Внутризаводская автодорога c асфальтовым покрытием
или Вспомогательная автодорога с твердым асфальтовым покрытием (улучшение земельного участка). что следует за улучшением земельного участка?"	1810646	1	0	0	40
Добрый день, с 2023 г. действует трудовая книжка нового образца. Если организации сейчас надо закупить трудовые книжки, везде продаются тк до 2023 г. издания, т. е, старого образца, можно ли их закупать сейчас или надо приобретать тк только нового образца?	617015	1	0	0	40
Добрый день! Подскажите как правильно включить в уведомление сумму ндфл с суммы превышения суточных. По факту авансовый отчет предоставлен - 25.03.2024. Расчет ндфл сделала 31.03.2024 г. А удержан ндфл будет 13.04.2024 г. В какое уведомление нужно включить сумму данного НДФЛ.	18283848	1	0	0	40
Добрый день! Подскажите пожалуйста дарим подарок физическому лицу в сумме 3000р, налоговый вычет в сумме 4000 рублей распространяется на одно место получения подарка? например в другом месте ему предоставят подарок в сумме 2000 р. это будет уже как превышение вычета?	18498230	1	0	0	40
Добрый день. Подскажите пожалуйста, обнаружили ошибку в уведомлении по НДФЛ, сумма меньше в уведомлении, срок уплаты прошел, нужно ли подавать уточненное уведомление или можно просто сдать декларацию за 1 квартал с верными суммами? Есть ли штраф за данную ошибку? Спасибо.	2747033	1	0	0	40
Добрый день! Подскажите пожалуйста, может ли ИП на УСН 6% с доходов уменьшить авансовый платеж по УСН за 1 квартал не только на фиксированные взносы 49500р., а еще и на 1% взносов с доходов свыше 300т.р. за этот 2024 год?	2526981	1	0	0	40
Добрый день! Подскажите пожалуйста как определить при расчете НДС дату выполнения работ? Имеются закрывающие документы - акт выполненных работ за период с 01.03.2024г. по 31.03.2024г., акт составлен 01.04.2024г. Какая дата будет верной для начисления НДС? 1 апреля или 31 марта?	156008	1	0	0	40
"Предоставлено право использования результатов интеллектуальной деятельности на ПО. В соответствии с п.4 ФСБУ 14/2022 данный актив, не соответствует критериям НМА. Такой актив можно продолжать учитывать на счете 97 ""Расходы будущих периодов"" или необходимо единоразово списать в расходы в межотчетный период?"	17313111	1	0	0	40
Доброе утро! ИП прописан в одном регионе РФ, а деятельность осуществляет в другом. Планирует приобрести патент на организация обрядов и праздников. Приобретает патент в регионе деятельности? а в какой именно налоговой, если в регионе их несколько, там где снимает квартиру?	21501536	1	0	0	40
Добрый день! Подскажите , пришло требование, что количество наемных работников заявлено больше по патентам, чем фактическое количество физ-х лиц, отраженных в РСВ. Как правильно ответить на требование?. Ну я указывала в патенте планируемое число людей, например 5, а оформляли одного.	2834690	1	0	0	40
Здравствуйте, подскажите пожалуйста, если ОС будет приобретено на кредитные деньги. Как учитывать проценты в бухгалтерском и налоговом учете? В составе внереализационных расходов? Ведь проценты будут начисляться, а ОС уже будет введено в эксплуатацию и его первоначальная стоимость будет уже сформирована.	200260	1	0	0	40
Добрый день. ООО заключило договор комиссии на продажу авто покупателю. На кого должна быть выписана с/ф, за продажу комиссионер взимает комиссию . Какие проводки необходимо сделать и в с/ф в графе в 5а что указывается? и надо ли выписывать ос-1?	4655416	1	0	0	40
НДФЛ по доходу в натуральной форме от экскурсии? Да. Организация российская? Да. Кто участники, сотрудники? часть сотрудники, часть посторонние люди, ветераны акционера из Республики Беларусь. Какое отношение к организации имеют участники? Часть сотрудники, часть никакого. Экскурсия на территории республики Беларусь.	244553	1	0	0	40
"Добрый день! ООО на ОСНО. При получении предоплаты за выполненные работы в счете-фактуре выданном на аванс, что указывать в графе ""Наименование товара (описание выполненных работ, оказанных услуг), имущественного права""? Достаточно ли указать ""предварительная оплата"" или указывать полное наименование услуг, работ?"	21041178	1	0	0	40
Добрый день. На ЕНС появилась переплата по ННП, которая признана ЕНП. Для зачета данной переплаты в счет предстоящего платежа по косвенному налогу, нужно ли оформлять какие-то заявления или уведомления? Или сумма автоматом спишется по сроку и неважно, что налоги разные?	19633194	1	0	0	40
добрый день. сотрудник работает по сменному графику и суммированный учет раб.времени. устроен 1 апреля 2023 года и работает по наст.время. имеет периодические переработки. скажите, переработку (годовая)ему нужно начислить на 31.12.23г или на 1 апреля 2024 года(за период фактич.(1.04.23 по 1.04.24)?	9332939	1	0	0	40
Добрый день! Пришлите, пож., разъяснения, каким образом отразить прослеживаемые товары (оборудование) в первичных бухгалтерских документах: Акт КС-2, КС-3 и счет-фактура к ним, если данное оборудование смонтировано и продается Подрядчику от Субподрядчика в составе монтажных работ по Акту КС-2, согласно смете?	18318324	1	0	0	40
Здравствуйте. Учредитель передает в автономную некоммерческую организацию имущественный взнос по акту приема-передачи ОС. Первоначальная стоимость и амортизация равны. Стоимость каждого объекта из перечня менее 40 тыс., а в АНО установлен лимит отнесения к ОС более 40тыс. Какими бухгалтерскими проводками отразить поступление?	1968474	1	0	0	41
Доброе утро! Перемещали основное средство из одного обособленного подразделения в другое. На старом месте ОС демонтировали станок собственными силами. На новом -собственными силами установили и подключили. Наняли перевозчика для доставки. Можно ли увеличить стоимость станка на расходы по перемещению и установке?	17930531	1	0	0	41
Добрый день! Протокоом общего собрания была решено назначить директором сотрудника, который работает в Обществе по бессрочному трудовому договору. Можно ли этого сотрудника перевести на должность директора по тому же бессрочному трудовому Договору, если в протоколе указан срок назначения на 2 года.	20375028	1	0	0	41
Добрый день. Подскажите пожалуйста по заполнению 6-ндфл за 1 квартал. У нас расхождения между строкой 140 и 160 сумма налога начисленная и удержанная с материальной выгоды. Начисление попадает в квартал, а удержание 01.049в момент выплаты зп). Что с этим можно сделать?	20142113	1	0	0	41
Организация на УСНО. Доходы минус расходы. Основные средства включены в расходы в КУДиР в 2021 г. В 2024 г. планируется сдача в аренду в выкупом в 2025 г. Срок 3 года не истек. Не возникнет необходимости пересчитывать УСН за 2021 г?	4531651	1	0	0	41
Добрый день! Нужно ли начислять налог на имущество, если недвижимое имущество в бухгалтерском учете самортизированно, но кадастровая стоимость у него есть? Это имущество используется в хозяйственной деятельности. И в перечень имущества, по которому начисляется амортизация по кадастровой стоимости оно не входит	2503805	1	0	0	41
Добрый день! Подскажите, пожалуйста. Наша организация подавала уведомления за 2023г. по транспортному налогу. Сейчас пришло из налоговой сообщение по транспортному налогу за 2023г. с суммой ниже, чем мы подавали уведомления. Теперь нам нужно подать корректирующие уведомления по транспортному налогу за 2023?	19090864	1	0	0	41
Добрый день! При реорганизации путем присоединения присоединении правопреемнику перешли активы (97 счет НУ) по программному обеспечению. Программа не будет использоваться у нового обладателя лицензией. Остаток только по налоговому учету. Имеет ли право правопреемник списать данное ПО в НУ на принимаемые расходы?	577339	1	0	0	41
Добрый день. Заполняю справку о подтверждении основного вида деятельности. Помимо основной выручки у нас в отчете о фин.результатах отражен и прочий доход (излишки имущества, выявленные при инвентаризации). Нужно ли его указывать в справке и если да, то какой ОКВЭД там указать.	1897066	1	0	0	41
Добрый день! В 2017 году был получен процентный заем от организации сроком на 2 года, было подписано дс на продление сроков до 21.12.2021. Подписанных дс на текущий момент нет, заем не вернули, должны ли мы начислять % за пользование займа? спаисбо!	1895587	1	0	0	41
Добрый день, у сотрудника есть исполнительный лист на 50 процентов (взыскатель страховая компания - очередность удержания четвертая) далее мы, как работодатель получаем еще исполнительный лист на 50 процентов (моральный вред - взыскатель физ лицо). Как распределить удержания? зп у сотрудника небольшая	17730750	1	0	0	41
Добрый день. если компания получает доход (расход) , коммерческий найм жилья. Но это не является основным и дополнительным видом деятельности компании, такого ОКВЭД нет в ЕГРЮН. Мы должны реализацию проводить как прочие расходы счет 91? Или же можем через 90 счет	20265044	1	0	0	41
Добрый день! Сотрудники работают по графику 2 через 2 дня по 11 часов, если сотрудник взял отпуск за свой счёт в свой рабочий день по графику, но это была суббота или воскресение, при расчете переработок они уменьшают норму времени или нет?	6558887	1	0	0	41
Добрый день, подскажите, как правильно расчитать дивиденды учредителю, если еще ни разу дивиденды не начислялись и не выплачивались и в ООО есть прошлые периоды когда были убытки. Подскажите как при расчете дивидендов должны учитываться и убытки прошлых лет, при их наличии	8360034	1	0	0	41
Добрый день! Был выставлен счет в долларах 06 марта. Контрагент оплатил аванс 07 марта, мы выставили счет-фактуру на аванс. 25 марта произошел окончательный расчет и выписан счет-фактура на реализацию. по какому курсу правильно рассчитать поставку: по курсу на дату окончательного платежа?	21490413	1	0	0	41
Добрый день! Услуги оценщика по оценке объекта недвижимости в целях принятия управленческого решения в части мониторинга по обесценению , находящего в собственности Общества и предназначенного для передачи в аренду, можно учесть в расходах, если компания применяет систему налогообложения Доходы минус Расходы?	1973791	1	0	0	41
Скиньте пример заполнения декларации 6-НДФЛ, когда был удержан налог больше чем начислено и в этом же периоде вернули налог сотруднику на расчетный счет. Сотрудник принес заявление на вычет в начале марта и ему пересчитали налог за январь-февраль и в марте вернули.	7358423	1	0	0	41
Добрый вечер! Прошу помочь , пришло в один день два инсполнительных листа по одному сотруднику, оба на удержание 50% выплат зарплаты, они на разные суммы, как делить удержанные 50% дохода между ними? Пропорционально суммам исполнит листов? на что сослаться при этом?	3982755	1	0	0	41
Коллеги, добрый день! нужна консультация по такому вопросу, физлицо владеет иностранной компанией (доля 100%), прибыль КИК за 2023 год составила меньше 10 млн. руб.,, мы правильно понимаем, что в таком случае подавать декларацию 3-НДФЛ не нужно ? только уведомление о КИК	2340909	1	0	0	41
Добрый день, я сдала (в 2024г.) уточнённое уведомление по земельному налогу за 2022г. где исправила сумму. С налоговой пришло уведомление об уточнении с кодом ошибки: текс сообщения об ошибки - некорректное значение реквизита ОтчГод. Как сдать уточнённое уведомление за 2022 г?Э	7201125	1	0	0	41
Добрый день. Сотрудница выходит на работу из отпуска по уходу за ребенком до 1,5 лет досрочно. Ей положены перерывы для кормления. Каким образом составить график работы для неё. Положено ли оплачивать по- среднему время кормления. Как отразить в табеле это время?	21501535	1	0	0	41
Добрый день! Обнаружили ошибку в 02/2022 - не принят к вычету НДС по ГТД в декларации за 1 кв.2022. Вопрос: Можно отразить его в Книге покупок к Декларации за 1 квартал 2024? Или надо сдавать корректировочную декларацию за 1 кв 2022?	720552	1	0	0	41
Здравствуйте! Сотруднику оказывали услуги в платной стоматологической клинике, имплонтация проводилась 21, 22гг. и оплачивала организация по безналу. В 23г. заключительные работы и окончательный расчет сотрудник заплатил от своего имени, наличными. является ли лечение дорогостоящим для возврата НДФЛ на оплату от сотрудника?	7162124	1	0	0	41
Добрый день. Наша организация УСНО 15 %, ЖКУ. Расходов ( Коммунальные услуги), поступление денег на р/счет за ком.услуги не относятся к налогооблажению. Можно ли эти данные учитывать только на 76 счете таким образом, чтобы они не затрагивали 90 и 91 счета?	525524	1	0	0	41
Добрый день, ООО приняло решение о ликвидации. Ликвидатором назначен генеральный директор. Трудовой договор расторгнут и заключен договор ГПХ без оплаты . Какой пункт и статью ТК РФ указать в причинах увольнения в ЕФС? И какой код окз указать ликвидатору в ЕФС?	2603871	1	0	0	41
Добрый день. ИП зарегистрирован по месту жительства в Калмыкии УФНС 0800, ОКТМО 8570100. Но фактически осуществляет деятельность в другом регионе, где действует ОКТМО 11701000.Какое ОКТМО правильно ставить в платежном поручении при уплате ЕНП? И второй вопрос, какое ОКТМО указывать в Уведомлении?	15126765	1	0	0	41
Добрый день! Получено уведомление налоговой об исчисленных имущественных налогах за 2023 год. По земельному участку оказалось повышение КС с сентября 2023 года. Вопрос: Может ли повышение кадастровой стоимости применяться в середине года, или такое применение должно быть с начала следующего года?	17665446	1	0	0	41
Здравствуйте. Когда у сотрудницы несколько рабочих мест- основное и на другом предприятии по внешнему совместительству, она уходит в декрет. Для расчета пособия по беременности и родам и пособия по уходу за ребенком берутся все заработки или только по основному месту работы?	11429293	1	0	0	41
Здравствуйте, ИП УСН 6% торгует на озон. На счет в банке озон ему приходят деньги за минусом комиссии. Что является объектом для обложения 6% в этом случае? сумма которая приходит на расчетный счет за минусом комиссии или вся сумма продаж ?	19120784	1	0	0	41
Здравствуйте! Подскажите, пожалуйста, компенсация в размере трехкратного среднего месячного заработка, сравнивается ли с окладом по должности? Или выплачивается согласно расчету? Расчет компенсации произведен: среднедневной заработок умноженный на кол-во рабочих дней в 3 последующих месяцах после увольнения. Сумма получается меньше, чем оклад.	4688069	1	0	0	41
МУП провели торги на Аренду помещений на электронной площадке на 3 года. На момент торгов на аренду МУП работала без НДС. с 01.04.2024 года МУП преобразовалось в ГБУ и стало плательщиком НДС. Как оформить доп.соглашение на повышение суммы аренды на НДС?????	653554	1	0	0	41
Добрый день! ИП на УСН 6%. В 2023 году 1% с превышения не оплатили. Имеем ли мы право уменьшить УСН на суммы исчисленных страховых с превышения 300 тысяч в 2023 году или только после того, как оплатим их в 2024 году	554199	1	0	0	41
Добрый день! Общество находится в стадии ликвидации, может ли оно применить льготу по налогу на имуществу в 2024 году, рассчитанному по кадастровой стоимости в связи с увеличением кадастровой стоимости в 2024 году по сравнению с 2023 годом более чем на 20%	1973791	1	0	0	41
"Добрый день,

Наша компния решила обновить мониторы, а старые продать сотрудника.
Подскажите пожалуйста:
1. Можем ли мы продать мониторы сотрднику? Для продажи надо запрашивать в ИФНС код прослеживаемости товаров или нет? после продажи нужно ли сдавть какую-либо отчетность?

2. В этих случаях нам нужен ККМ?"	20933508	1	0	0	41
"истанционному работнику устанавливается ненормированный рабочий день. Дистанционному работнику предоставляется ежегодный дополнительный оплачиваемый отпуск продолжительностью 3 календарных дня за работу с ненормированным рабочим днем

«Как установить сроки выплаты зарплаты и какая ответственность за их нарушение». Н.З. Ковязина
© Материал из БСС «Система Главбух».
Подробнее: https://1gl.ru/#/document/16/131918/?of=copy-c575da9526"	9332939	1	0	0	41
Добрый день, подскажите пожалуйста, у нас была реализация в Белоруссии (прокат нашего фильма). Они уплатили у налог. Прислали нам справку. 1) Как рассчитать сумму от налога, которую мы можем принять к расходу? 2) Можем ли мы просто списать эту сумму в убыток?	20286579	1	0	0	42
Добрый день! Подскажите пожалуйста, у нас генеральный директор, единственный учредитель водит вип автомобиль, оформленный на организацию. Пришел штраф 250 руб. за превышение скорости. Этот штраф нам удержать из зарплаты ген.директора, единственного учредителя, или можно списать штраф в прочие расходы, на 91.02 счет?	2103587	1	0	0	42
"Организация А ( юридическое лицо) выплачивает дивиденды Российской организации (В) юридическому лицу. Можно ли уменьшить налог на прибыль у организации (А) на сумму рассчитанных, но не уплаченных дивидендов.

«Как рассчитать и платить НДФЛ с дивидендов». И. Петухова
© Материал из БСС «Система Главбух».
Подробнее: https://1gl.ru/#/document/16/138679/tit3/?of=copy-84ffbf98a1"	322330	1	0	0	42
Добрый день! Мы приобретаем в Белоруссии комплектующие. В счете написано НДС 0%. Рассчитать НДС к уплате нужно : сумма счета +20%. Так? Когда его нужно заплатить в налоговую: до 20числа следующего за получением комплектующих? Если я не права поправьте меня , пожалуйста?	416497	1	0	0	42
Добрый день! Вопрос по ОКВЭД. В 2023 году забыли поменять ОКВЭД. В итоге оказалось, что основная деятельность осуществлялась в 2023 году по ОКВЭД, не заявленному в ЕГРЮЛ. Можно ли сдать баланс , в котором указан реальный (но не заявленный в ЕГРЮЛ) ОКВЭД?	5622793	1	0	0	42
Добрый день, такой вопрос. Можно ли в этом году модификацию НМА учитывать на 08 и далее садить на 04 на удорожание НМА, эти НМА были поставлены на баланс в прошлых годах. Если можно, то это касается БУ и НУ? или только БУ?	21662198	1	0	0	42
вопрос обязательно ли в 2024 г. для зачета НДФЛ сотруднику (нерезидент Узбекистан), кот. платит ежемесячно НДФЛ по патенту помимо принятого ИФНС заявления от работодателя (налогового агента) получить от ИФНС уведомление, что бы сотруднику предоставить вычет по НДФЛ? Или достаточно заявления, принятого ИФНС?	7944106	1	0	0	42
Добрый день! Подскажите пример заполнения Пояснительной записки к годовой отчетности, где присутствует событие после отчетной даты в виде заключения договора купли - продажи предприятия как имущественного комплекса в конце декабря, а передача активов и регистрация сделки произойдет в 1м квартале следующего года.	12541683	1	0	0	42
Добрый день! Подскажите, в заявлении на патент необходимо указать количество работников, у нас на период получения патента было 2 сотрудника, после приема еще одного сотрудника - необходимо ли получать новый патент? Или уведомлять налоговую? Зависит ли стоимость патента от количества сотрудников ?	21309324	1	0	0	42
Добрый день, подскажите как учитывать в ну и бу оплату госпошлины за разрешение на внутрироссийскую перевозку на тяжеловесных и крупногабаритных транспортных средств, после оплатв нам обычно пишут в свободной форме отказ, либо выдают выписку из реестра разрешений на проезд тяжеловесных транспортных средств	7736683	1	0	0	42
Добрый день! На 8 марта у нас была рекламная кампания: всем женщинам при покупке от определенной суммы выдавали в подарок брошь. Цена 1 броши 235,00 руб. Броши были оптом закуплены из Турции. Как правильно списать броши? Они учтены пока на 10 сч.	18085625	1	0	0	42
Подскажите, пожалуйста. Сотрудник устроился на работу в сентябре 23 года, оклад 24 000 руб. В марте ушёл на больничный на 14 дней. До устройства к нам работал 2 года неофициально, общий стаж по трудовой больше 10 лет. Как правильно рассчитать больничный лист?	20230716	1	0	0	42
Добрый день! Скажите пожалуйста, ИП без работников, доходы 6%. Если ИП переводит деньги с одного своего р/сч на свой другой р/сч(открытый в другом банке) в основании пишет перевод между счетами , это попадпет в книгу доходов и расходов? под налог в 6%	296384	1	0	0	42
Добрый день. Заключили договор ГПХ на оказание услуг с белорусом. Услуги оказываются на территории РФ. Какую ставку НДФЛ применить при выплате вознаграждения? Нужно ли определить является белорус резидентом или нет? Нужно ли подавать уведомление о заключении договора ГПХ с белорусом в МВД?	19063524	1	0	0	42
Здравствуйте. Вопрос по отчету СЗВ-СТАЖ с территориальными условиями (РКС/МКС). Если сотрудник работает вахтовым методом в нормальных климатических условиях, а проживает (по прописки) в свой межвахтовый отдых в РКС. Вопрос: входит ли в северный стаж период, когда он находится на межвахтовом отдыхе? Спасибо)	21330121	1	0	0	42
Добрый день, хотим сотруднику по здоровью оказать матриальную поддержку, в размере 30 000 рублей. Для прохождения медицинских процедур. Прошу подсказать, можем ли мы как организация оказать такую помощь сотруднику? как её оформить? какие проводки для проведения? Облагается или нет налогами такая выплата?	1671095	1	0	0	42
Добрый вечер! Вопрос по кассовым чекам по агентским договорам. Ситуация: Принципал применяет УСН, агент (ОСНО). Согласно условиям договора агентское вознаграждение удерживается агентом в момент получения д/с от покупателя. Какую систему налогообложения должен указывать агент в чеке и как отражать ндс по КВ?	595047	1	0	0	42
Доброе утро. ООО увеличивала УК с помощью внесения автомобиля. По истечении времени принято решение продать автомобиль. как это правильно сделать. в ооо один учредитель. Нужно ли восстанавливать или докладывать денежные средства. как это сделать. по какой стоимости можно прожать. Проводки в учете.	20247633	1	0	0	42
Учредитель ООО имеет свое ИП и хочет передать в дар ТМЦ на ООО , будет ли считаться это продажей для ИП и какими налогами облагаться ? ИП на УСН 6% ; ООО ОСНО . у учредителя 100% доля в Уставном капитале ООО	20235820	1	0	0	42
Добрый день! Прошу Вас хозяйственные операции в бухгалтерском и налоговом учете , если предприятие(ОСНО) является плательщиком косвенного налога получает зап части к автомобилям с респ Беларусь, но в дальнейшем использует их при гарантийном обслуживании. Требуется ли восстановление НДС и в каких случаях?	7230825	1	0	0	42
Добрый день, работаем с самозанятыми. Оплачиваем им проживание в отеле. Отель оплачиваем на прямую. В договоре с самозанятым прописали, что проживание за счет заказчика. Вопрос: сумма проживания никак не влияет на расчеты с самозанятым? Не будет ли это доходом в натуральной форме?	8449931	1	0	0	42
Добрый день! ИП на усн 6% сдает в аренду нежилые помещения. Он перевыставляет коммунальные услуги не накручивая сверху процент, т.е. как есть в счетах на коммуналку, так и перевыставляет. Эти суммы арендоторы платят ИП на расчетный счет. Эти суммы считаются доходом ИП?	14496717	1	0	0	42
Добрый день! Прошу прояснить вопрос по ведению журнала регистрации путевых листов. С 01 марта 2023 года отменили обязанность по ведению журнала регистрации путевых листов на бумажном носителе. вопрос: его можно ни вести совсем или есть обязанность по ведению его в электронном виде?	17182337	1	0	0	42
Добрый день. Подскажите пожалуйста, наша компания на УСН экспортирует товары в Абхазию, без НДС, но покупатель просит в договоре указать, что он уплачивает нам НДС 10% и налог на доходы иностранного юридического лица 20%. Возникают ли налоговые последствия у нас, как поставщика	3327745	1	0	0	42
Здравствуйте! Компания заключила трудовой договор с временно пребывающим иностранцем, имеющим патент. На следующий день были поданы уведомление в МВД и СЗВ-ТД в СФР. Из МВД пришел отказ, поскольку у иностранного гражданина отсутствует регистрация. Как в таком случае поступить с СФР? Что подавать?	8417231	1	0	0	42
Здравствуйте. Есть уже отвественное ОП для сдачи НД по прибыли, 1 марта открыли новое ОП в этом же регионе, какое Уведомление № 1 или 2 нужно подать в ИФНС и в какую инспекцию, для сдачи и уплаты в одном регионе налога на прибыль?	6925825	1	0	0	43
Какие риски могут возникнуть если: 1. Руководитель ООО и ИП являются одним физическим лицом, но не является учредителем и родственником учредителя. 2. ООО занимается оптовой торговлей (УСН доходы-расходы), а ИП (УСН доходы, патент) планирует заниматься оптовой торговлей и предоставлением услуг автотранспорта для ООО.	13054130	1	0	0	43
На каком субсчете счета 10 нужно учитывать разные болты гайки, саморезы, круги обрезные, краску, клей герметик, изоленту и т.п. мелочевки, участвующие в ремонте основного и вспомогательного оборудования и его эксплуатации. К выпускаемой продукции не относится. Производим катализаторы путем прокаливания песка, содержащего оксид алюминия	2872391	1	0	0	43
добрый день! подскажите пжл, возник спор с аудитором по отчету ддс по строке 4119 прочие поступления, в течение года были поступления от перепродажи фин вложений, мы отнесли эту операцию на прочие, аудитор не согласен, говорит, что это финансовые инструменты, верно ли утверждение аудитора?	21357596	1	0	0	43
как провести замену свечей на арендованном а/м. (согласно договора с арендатором) Вопрос о документообороте- какие первичные документы нужны. мы делаем поступление зап.частей на 10 сч. и списание их на затраты 44 счет, когда передаем их своему механику по заказ-наряду. достаточно ли этих документов?	12529888	1	0	0	43
